Store Number,Average Deliveries Per Week,Average Deliveries Per Month,FY 15 OOS Rate,Average Cases Delivered Per Week,Store Type,Total Footage,A-B Region,Delivery Schedule
3632,1,5,,329,BASE STR SUPERCENTER,40,3,Fr
3640,2,8,3.96%,402,BASE STR SUPERCENTER,56,5,Fr
3641,2,9,1.38%,259,BASE STR SUPERCENTER,40,3,MoTh
3643,2,10,2.85%,241,BASE STR SUPERCENTER,44,3,TuFr
3644,3,13,2.46%,582,BASE STR SUPERCENTER,36,1,MoFr
3645,2,9,1.55%,1017,BASE STR SUPERCENTER,76,5,TuFr
3648,1,5,,559,BASE STR SUPERCENTER,89.04166603,4,Th
3652,2,9,2.34%,474,BASE STR SUPERCENTER,72.5,7,TuFr
3656,2,8,4.63%,103,BASE STR SUPERCENTER,48,3,TuFr
3659,2,9,2.91%,231,BASE STR SUPERCENTER,40,2,TuFr
3660,2,9,4.33%,246,BASE STR SUPERCENTER,40,2,TuFr
3700,2,9,3.45%,468,BASE STR SUPERCENTER,40,2,TuFr
3701,2,11,4.41%,498,BASE STR SUPERCENTER,32,2,TuTh
3702,3,14,2.78%,490,BASE STR SUPERCENTER,72.91666603,2,Sa
3705,2,9,7.24%,496,BASE STR SUPERCENTER,64,6,Tu
3709,2,8,3.00%,229,BASE STR SUPERCENTER,40,2,MoTh
3717,2,9,5.73%,250,BASE STR SUPERCENTER,32,2,MoTh
3722,2,8,5.75%,333,BASE STR SUPERCENTER,40,3,MoTh
3725,2,8,4.05%,145,BASE STR SUPERCENTER,48,3,MoTh
3726,2,9,,255,BASE STR SUPERCENTER,56,3,WeFr
3728,2,8,3.32%,310,BASE STR SUPERCENTER,52,7,TuFr
3729,2,9,3.62%,528,BASE STR SUPERCENTER,72,7,WeFr
3730,2,9,3.63%,508,BASE STR SUPERCENTER,48,7,TuFr
3731,2,9,2.35%,567,BASE STR SUPERCENTER,37.5,5,Tu
3732,2,9,2.01%,565,BASE STR SUPERCENTER,60,5,TuFr
3733,3,13,1.34%,444,BASE STR SUPERCENTER,56,2,MoTh
3734,2,9,2.44%,344,BASE STR SUPERCENTER,28,4,Tu
3739,3,14,5.99%,395,BASE STR SUPERCENTER,56,6,Sa
3742,2,9,,256,BASE STR SUPERCENTER,44.125,6,TuFr
3747,2,7,1.49%,331,BASE STR SUPERCENTER,40.125,3,Tu
3748,2,9,4.29%,291,BASE STR SUPERCENTER,32,2,MoTh
3750,1,5,2.58%,191,BASE STR SUPERCENTER,40,2,Fr
3751,2,9,,920,BASE STR SUPERCENTER,76,7,TuFr
3757,2,9,3.10%,487,BASE STR SUPERCENTER,36,6,TuFr
3760,2,9,2.00%,107,BASE STR SUPERCENTER,141.041666,4,TuFr
3761,1,6,2.08%,62,BASE STR SUPERCENTER,16,4,Fr
3762,2,10,3.46%,454,BASE STR SUPERCENTER,56,4,TuTh
3763,3,13,,1074,BASE STR SUPERCENTER,72,5,Tu
3764,1,1,6.19%,1128,BASE STR SUPERCENTER,60,5,Tu
3765,2,9,2.07%,276,BASE STR SUPERCENTER,36,3,MoTh
3768,2,10,1.46%,391,BASE STR SUPERCENTER,38.79166651,1,TuTh
3770,3,13,2.46%,318,BASE STR SUPERCENTER,24,1,MoWe
3771,2,9,1.19%,678,BASE STR SUPERCENTER,40,7,TuFr
3773,2,9,2.71%,495,BASE STR SUPERCENTER,76,5,TuFr
3775,2,9,2.46%,192,BASE STR SUPERCENTER,44,2,Tu
3777,2,9,2.60%,422,BASE STR SUPERCENTER,76,5,TuFr
3778,2,9,3.63%,858,BASE STR SUPERCENTER,81.04166603,6,MoTh
3781,1,6,1.59%,256,BASE STR SUPERCENTER,32,3,MoTh
3782,3,13,5.44%,391,BASE STR SUPERCENTER,121.041666,2,MoWeFr
3783,2,9,4.00%,224,BASE STR SUPERCENTER,40,3,MoTh
3784,1,5,2.44%,201,BASE STR SUPERCENTER,40,3,We
3785,3,13,4.22%,352,BASE STR SUPERCENTER,48,2,MoFr
3786,2,8,5.00%,318,BASE STR SUPERCENTER,40,2,TuFr
3789,2,8,2.50%,224,BASE STR SUPERCENTER,36,6,MoFr
3790,2,9,5.47%,381,BASE STR SUPERCENTER,56,3,Fr
3794,2,9,1.70%,329,BASE STR SUPERCENTER,56,6,TuFr
3799,2,9,6.00%,508,BASE STR SUPERCENTER,76,7,WeSa
3801,2,9,5.51%,471,BASE STR SUPERCENTER,52,6,MoTh
3805,1,5,2.31%,83,BASE STR SUPERCENTER,32,6,Mo
3806,1,5,5.36%,63,BASE STR SUPERCENTER,36,4,Tu
3807,2,9,2.08%,482,BASE STR SUPERCENTER,24,7,TuFr
3809,2,9,3.60%,192,BASE STR SUPERCENTER,24,3,Tu
3811,2,9,4.20%,82,BASE STR SUPERCENTER,24,3,TuFr
3812,3,14,,171,BASE STR SUPERCENTER,24,3,MoTh
3826,2,9,4.83%,623,BASE STR SUPERCENTER,76,5,MoTh
3827,2,9,3.16%,272,BASE STR SUPERCENTER,40,5,MoTh
3828,2,9,3.85%,508,BASE STR SUPERCENTER,64,5,TuFr
3829,2,9,1.87%,193,BASE STR SUPERCENTER,40,2,TuFr
3831,3,13,1.18%,368,BASE STR SUPERCENTER,40,1,MoFr
3833,2,9,2.09%,799,BASE STR SUPERCENTER,76,7,TuFr
3835,2,9,10.90%,251,BASE STR SUPERCENTER,56,2,Tu
3842,2,9,2.88%,307,BASE STR SUPERCENTER,40,1,TuFr
3847,2,8,3.77%,535,BASE STR SUPERCENTER,44,7,TuFr
3848,2,9,2.41%,197,BASE STR SUPERCENTER,28,6,TuFr
3850,2,8,3.29%,457,BASE STR SUPERCENTER,36,6,MoTh
3852,2,9,1.02%,230,BASE STR SUPERCENTER,24,2,TuFr
3853,3,13,0.98%,376,BASE STR SUPERCENTER,28,4,WeFr
3857,2,9,6.98%,249,BASE STR SUPERCENTER,40,3,MoTh
3858,3,13,1.80%,219,BASE STR SUPERCENTER,64,2,TuSa
3861,2,9,4.75%,343,BASE STR SUPERCENTER,76.25,7,TuFr
3864,3,13,1.75%,661,BASE STR SUPERCENTER,76,2,MoWeFr
3872,3,13,6.31%,574,BASE STR SUPERCENTER,45.66666698,4,Fr
3874,2,9,3.00%,382,BASE STR SUPERCENTER,40,2,Tu
3876,3,13,3.19%,248,BASE STR SUPERCENTER,64,3,WeFr
3877,2,8,,329,BASE STR SUPERCENTER,56,2,WeFr
3884,2,8,3.24%,183,BASE STR SUPERCENTER,48,7,Fr
3886,2,8,2.77%,360,BASE STR SUPERCENTER,48.125,5,MoTh
3891,3,12,4.65%,443,BASE STR SUPERCENTER,77.3125,3,MoWeFr
3893,2,10,1.78%,369,BASE STR SUPERCENTER,40,3,MoFr
3894,2,9,5.61%,282,BASE STR SUPERCENTER,137.041666,3,TuFr
3897,2,9,4.89%,354,BASE STR SUPERCENTER,44,6,Fr
4064,3,12,5.88%,282,BASE STR SUPERCENTER,92,1,MoFr
4103,2,9,3.07%,340,BASE STR SUPERCENTER,68,5,TuFr
4129,2,9,5.16%,339,BASE STR SUPERCENTER,56,5,MoTh
4131,2,10,3.21%,302,BASE STR SUPERCENTER,76,5,TuFr
4137,2,9,2.44%,326,BASE STR SUPERCENTER,64,6,TuFr
4144,2,10,5.48%,342,BASE STR SUPERCENTER,56,2,TuFr
4161,2,9,2.98%,131,BASE STR SUPERCENTER,48,2,TuFr
4164,2,9,1.31%,506,BASE STR SUPERCENTER,88,5,MoTh
4171,2,8,7.71%,225,BASE STR SUPERCENTER,44,7,TuFr
4176,2,9,3.93%,209,BASE STR SUPERCENTER,92,6,MoTh
4183,3,12,6.75%,403,BASE STR SUPERCENTER,64,5,MoTh
4191,2,9,4.86%,148,BASE STR SUPERCENTER,56,1,Mo
4194,2,9,5.29%,390,BASE STR SUPERCENTER,81.125,5,TuFr
4195,2,9,13.05%,356,BASE STR SUPERCENTER,28,5,TuFr
4208,1,5,2.79%,77,BASE STR SUPERCENTER,24,6,We
4209,2,9,,440,BASE STR SUPERCENTER,24,4,TuFr
4215,2,7,,701,BASE STR SUPERCENTER,64,5,Tu
4219,2,9,8.22%,360,BASE STR SUPERCENTER,40,5,TuFr
4221,2,9,2.30%,250,BASE STR SUPERCENTER,52,6,Fr
4223,2,9,1.86%,386,BASE STR SUPERCENTER,76,2,TuFr
4224,2,9,2.19%,486,BASE STR SUPERCENTER,56,2,TuFr
4226,2,9,,233,BASE STR SUPERCENTER,24,2,TuFr
4230,2,9,1.54%,380,BASE STR SUPERCENTER,32.125,3,TuTh
4231,2,9,4.65%,469,BASE STR SUPERCENTER,76.125,3,TuTh
4235,3,11,4.40%,581,BASE STR SUPERCENTER,36,3,MoFr
4237,2,9,4.67%,346,BASE STR SUPERCENTER,40,2,TuFr
4239,2,9,4.77%,507,BASE STR SUPERCENTER,80,7,WeFr
4241,2,9,4.65%,403,BASE STR SUPERCENTER,32,5,TuFr
4243,2,9,2.67%,413,BASE STR SUPERCENTER,56,3,TuTh
4244,2,8,5.69%,44,BASE STR SUPERCENTER,32,4,WeTh
4246,1,4,0.44%,51,BASE STR SUPERCENTER,12,4,We
4249,2,9,5.54%,371,BASE STR SUPERCENTER,52,6,TuFr
4250,2,8,,235,BASE STR SUPERCENTER,60,2,TuTh
4252,2,9,2.04%,639,BASE STR SUPERCENTER,56,7,TuFr
4253,2,8,,211,BASE STR SUPERCENTER,77.875,4,TuFr
4255,2,9,2.92%,327,BASE STR SUPERCENTER,40,3,MoTh
4256,2,9,1.56%,587,BASE STR SUPERCENTER,40,4,TuFr
4257,2,9,2.27%,548,BASE STR SUPERCENTER,73.04166603,4,TuFr
4258,2,9,2.32%,409,BASE STR SUPERCENTER,54.66666794,1,Fr
4259,1,5,3.46%,305,BASE STR SUPERCENTER,24,3,We
4262,3,13,4.36%,436,BASE STR SUPERCENTER,125.041666,2,Sa
4274,2,9,3.76%,630,BASE STR SUPERCENTER,76,2,MoTh
4277,3,13,4.59%,227,BASE STR SUPERCENTER,47.375,3,MoFr
4278,2,9,2.73%,170,BASE STR SUPERCENTER,48,3,MoTh
4279,2,8,2.49%,585,BASE STR SUPERCENTER,76,5,Fr
4283,2,8,5.25%,303,BASE STR SUPERCENTER,40,2,TuFr
4284,1,5,5.22%,69,BASE STR SUPERCENTER,24,6,We
4285,2,9,5.04%,172,BASE STR SUPERCENTER,40,3,TuFr
4288,1,5,5.49%,65,BASE STR SUPERCENTER,24,6,Th
4295,2,9,6.14%,452,BASE STR SUPERCENTER,52,5,TuFr
4298,2,10,1.67%,526,BASE STR SUPERCENTER,40,5,Th
4299,2,10,10.13%,427,BASE STR SUPERCENTER,52,5,Th
4303,2,7,,163,BASE STR SUPERCENTER,60,2,ThFr
4309,2,8,3.77%,342,BASE STR SUPERCENTER,36.125,7,TuFr
4318,2,9,3.24%,540,BASE STR SUPERCENTER,76,2,TuFr
4321,2,9,3.03%,131,BASE STR SUPERCENTER,37,4,MoWe
4322,3,13,3.85%,437,BASE STR SUPERCENTER,32,4,Mo
4323,2,9,4.87%,558,BASE STR SUPERCENTER,40,3,MoFr
4325,2,9,5.01%,1133,BASE STR SUPERCENTER,76,7,TuFr
4332,3,13,4.44%,791,BASE STR SUPERCENTER,76,2,TuSa
4333,2,9,2.95%,452,BASE STR SUPERCENTER,80,2,TuFr
4334,3,13,8.32%,444,BASE STR SUPERCENTER,64,2,Tu
4335,1,5,1.94%,96,BASE STR SUPERCENTER,24,6,We
4336,1,5,3.21%,657,BASE STR SUPERCENTER,76,7,Th
4337,2,9,3.78%,1280,BASE STR SUPERCENTER,108,7,TuFr
4340,2,9,2.64%,625,BASE STR SUPERCENTER,60,7,WeSa
4341,2,10,3.56%,621,BASE STR SUPERCENTER,24,5,TuFr
4342,2,8,3.71%,98,BASE STR SUPERCENTER,33.16666794,3,MoTh
4350,2,9,1.26%,397,BASE STR SUPERCENTER,48.125,1,MoTh
4356,2,8,2.45%,316,BASE STR SUPERCENTER,57.3125,7,Tu
4358,2,9,7.65%,395,BASE STR SUPERCENTER,52,4,MoTh
4359,2,9,0.39%,84,BASE STR SUPERCENTER,68,6,MoTh
4368,3,13,2.21%,357,BASE STR SUPERCENTER,72,2,Sa
4369,1,5,1.47%,166,BASE STR SUPERCENTER,48,2,Fr
4370,2,10,2.47%,358,BASE STR SUPERCENTER,69.25,7,MoFr
4372,2,8,4.54%,239,BASE STR SUPERCENTER,24,3,Mo
4378,3,11,2.37%,242,BASE STR SUPERCENTER,44,1,MoFr
4379,2,9,3.91%,394,BASE STR SUPERCENTER,40,2,MoTh
4383,2,9,2.68%,217,BASE STR SUPERCENTER,40,3,TuFr
4399,2,9,3.63%,390,BASE STR SUPERCENTER,32.125,3,TuFr
4405,2,7,2.44%,463,BASE STR SUPERCENTER,76.125,3,We
4407,2,10,3.37%,454,BASE STR SUPERCENTER,40,2,TuFr
4409,2,8,3.72%,328,BASE STR SUPERCENTER,24,2,MoWe
4412,3,13,2.44%,463,BASE STR SUPERCENTER,48,6,Sa
4414,2,9,3.29%,181,BASE STR SUPERCENTER,24,2,TuFr
4416,3,12,1.71%,697,BASE STR SUPERCENTER,59.375,5,MoTh
4417,2,9,3.01%,364,BASE STR SUPERCENTER,40.125,3,MoTh
4420,2,9,2.74%,656,BASE STR SUPERCENTER,36,2,MoTh
4424,2,8,9.89%,204,BASE STR SUPERCENTER,72,3,TuTh
4427,3,13,11.06%,375,BASE STR SUPERCENTER,32,2,Sa
4428,2,9,1.97%,123,BASE STR SUPERCENTER,32,2,TuFr
4430,2,9,8.18%,703,BASE STR SUPERCENTER,64,7,TuFr
4438,2,9,4.43%,145,BASE STR SUPERCENTER,32,6,TuFr
4439,2,7,2.88%,273,BASE STR SUPERCENTER,48,3,Fr
4440,2,9,1.94%,610,BASE STR SUPERCENTER,38.66666794,2,Tu
4444,2,9,,360,BASE STR SUPERCENTER,38.66666794,2,TuFr
4446,2,9,3.10%,335,BASE STR SUPERCENTER,60,2,TuFr
4450,1,6,1.26%,285,BASE STR SUPERCENTER,109.041666,3,We
4451,2,9,,572,BASE STR SUPERCENTER,40,7,WeSa
4458,2,9,4.67%,328,BASE STR SUPERCENTER,64,2,TuTh
4459,2,9,3.13%,374,BASE STR SUPERCENTER,24,2,WeFr
4460,2,9,7.07%,295,BASE STR SUPERCENTER,60,5,TuTh
4472,2,9,5.60%,130,BASE STR SUPERCENTER,64,2,TuFr
4474,2,7,3.24%,146,BASE STR SUPERCENTER,36.91666603,6,Fr
4475,2,9,3.05%,135,BASE STR SUPERCENTER,24,4,TuFr
4476,2,9,2.52%,526,BASE STR SUPERCENTER,70.66666794,1,TuFr
4477,2,9,4.62%,485,BASE STR SUPERCENTER,48,2,TuFr
4479,2,9,3.65%,235,BASE STR SUPERCENTER,44,3,MoTh
4482,2,10,3.92%,269,BASE STR SUPERCENTER,40,2,MoTh
4483,2,9,1.68%,256,BASE STR SUPERCENTER,40,2,TuFr
4487,3,11,2.84%,614,BASE STR SUPERCENTER,76,2,MoTh
4499,2,10,1.80%,536,BASE STR SUPERCENTER,36,2,TuTh
4508,2,9,4.99%,551,BASE STR SUPERCENTER,63.375,5,MoTh
4509,2,9,1.51%,365,BASE STR SUPERCENTER,36,5,MoTh
4511,2,9,2.09%,566,BASE STR SUPERCENTER,32,3,TuSa
4514,2,9,6.07%,339,BASE STR SUPERCENTER,36,1,TuFr
4520,3,13,5.44%,434,BASE STR SUPERCENTER,56,2,Sa
4531,2,8,3.49%,257,BASE STR SUPERCENTER,84,3,MoFr
4533,3,13,5.29%,261,BASE STR SUPERCENTER,24,2,TuFr
4538,2,10,3.90%,473,BASE STR SUPERCENTER,76.125,5,MoTh
4540,2,9,1.54%,515,BASE STR SUPERCENTER,52,3,MoTh
4543,2,9,3.72%,780,BASE STR SUPERCENTER,80,7,TuFr
4554,2,9,3.98%,205,BASE STR SUPERCENTER,44,5,TuFr
4556,2,9,5.80%,152,BASE STR SUPERCENTER,48,2,TuFr
4558,2,9,3.27%,250,BASE STR SUPERCENTER,60,2,Tu
4564,3,11,8.54%,495,BASE STR SUPERCENTER,64,2,TuTh
4567,1,5,8.18%,88,BASE STR SUPERCENTER,24,6,MoWe
4570,2,8,1.79%,177,BASE STR SUPERCENTER,68,1,MoTh
4574,2,9,4.71%,439,BASE STR SUPERCENTER,70.66666794,2,Tu
4581,2,8,3.00%,280,BASE STR SUPERCENTER,24,2,MoTh
4583,2,9,3.27%,280,BASE STR SUPERCENTER,24,2,TuFr
4584,2,9,3.26%,232,BASE STR SUPERCENTER,80,3,MoTh
4588,2,9,4.21%,313,BASE STR SUPERCENTER,44,2,TuFr
4593,3,11,1.74%,587,BASE STR SUPERCENTER,60,2,TuFr
4594,2,9,4.12%,597,BASE STR SUPERCENTER,48,2,Mo
4599,2,8,3.83%,138,BASE STR SUPERCENTER,24.16666603,6,MoWe
4600,2,9,3.11%,560,BASE STR SUPERCENTER,36,4,TuFr
4601,2,9,6.66%,762,BASE STR SUPERCENTER,60,5,TuFr
4606,2,9,4.40%,290,BASE STR SUPERCENTER,24,4,MoTh
4609,2,9,5.43%,191,BASE STR SUPERCENTER,32,3,TuFr
4611,2,9,4.92%,67,BASE STR SUPERCENTER,24,4,TuFr
4615,2,9,5.48%,372,BASE STR SUPERCENTER,40,5,TuFr
4616,2,8,4.03%,158,BASE STR SUPERCENTER,44,2,TuFr
4623,2,10,4.94%,392,BASE STR SUPERCENTER,48,1,TuFr
4631,2,7,2.98%,135,BASE STR SUPERCENTER,60,3,Tu
4635,2,9,3.22%,298,BASE STR SUPERCENTER,48,2,MoTh
4636,3,13,3.40%,359,BASE STR SUPERCENTER,36,1,WeFr
4637,2,9,3.12%,347,BASE STR SUPERCENTER,48.66666794,5,MoTh
4638,2,10,5.18%,455,BASE STR SUPERCENTER,36,1,MoTh
4639,1,4,7.09%,45,BASE STR SUPERCENTER,20,6,Th
4660,2,8,4.05%,290,BASE STR SUPERCENTER,70.79166794,3,TuFr
4664,2,9,4.24%,466,BASE STR SUPERCENTER,60,2,TuFr
4677,3,13,4.40%,133,BASE STR SUPERCENTER,36,3,Fr
4678,3,12,4.97%,232,BASE STR SUPERCENTER,24,6,We
4679,2,9,10.23%,359,BASE STR SUPERCENTER,56,5,TuFr
4681,3,13,5.18%,422,BASE STR SUPERCENTER,56,2,Tu
4682,2,9,6.72%,469,BASE STR SUPERCENTER,48,1,TuFr
4683,2,9,4.40%,321,BASE STR SUPERCENTER,60,5,MoTh
4689,1,4,5.62%,18,BASE STR SUPERCENTER,8,6,We
4849,2,9,3.19%,138,BASE STR SUPERCENTER,48.875,4,WeFr
4865,2,8,8.91%,379,BASE STR SUPERCENTER,80,4,MoTh
5022,3,13,7.56%,553,BASE STR SUPERCENTER,68,5,Fr
5027,2,10,4.78%,293,BASE STR SUPERCENTER,56,1,MoTh
5028,2,7,3.50%,163,BASE STR SUPERCENTER,40,3,Fr
5029,2,9,5.14%,348,BASE STR SUPERCENTER,40,3,MoTh
5030,2,9,3.52%,262,BASE STR SUPERCENTER,40,3,MoTh
5031,2,9,6.18%,698,BASE STR SUPERCENTER,48,7,TuFr
5033,1,5,2.35%,114,BASE STR SUPERCENTER,24,6,We
5034,3,13,1.20%,614,BASE STR SUPERCENTER,60.91666603,2,Fr
5035,4,17,4.42%,762,BASE STR SUPERCENTER,148.375,2,Sa
5036,3,13,4.37%,428,BASE STR SUPERCENTER,56,2,Tu
5037,3,14,10.19%,535,BASE STR SUPERCENTER,60,2,Sa
5038,2,8,2.89%,186,BASE STR SUPERCENTER,40,3,TuTh
5041,2,9,7.42%,542,BASE STR SUPERCENTER,56,6,TuFr
5044,2,9,4.95%,463,BASE STR SUPERCENTER,36,3,TuFr
5045,2,10,8.56%,512,BASE STR SUPERCENTER,56,5,Mo
5048,2,9,2.80%,332,BASE STR SUPERCENTER,68,3,TuFr
5051,1,5,4.26%,119,BASE STR SUPERCENTER,16.91666603,6,We
5054,3,13,5.25%,465,BASE STR SUPERCENTER,60.91666603,2,Sa
5055,3,13,5.64%,680,BASE STR SUPERCENTER,56,2,Sa
5056,2,10,2.07%,430,BASE STR SUPERCENTER,48,5,MoTh
5057,2,9,4.27%,358,BASE STR SUPERCENTER,40,2,TuFr
5058,2,9,2.28%,186,BASE STR SUPERCENTER,60,2,MoTh
5060,2,8,6.08%,211,BASE STR SUPERCENTER,48,3,MoTh
5063,2,8,5.00%,309,BASE STR SUPERCENTER,56,2,MoTh
5064,2,9,4.73%,247,BASE STR SUPERCENTER,64,3,MoWe
5065,2,9,10.55%,310,BASE STR SUPERCENTER,96.125,3,MoTh
5066,2,8,5.87%,175,BASE STR SUPERCENTER,60,3,We
5070,2,9,3.40%,367,BASE STR SUPERCENTER,84.91666603,7,TuFr
5071,2,9,4.60%,349,BASE STR SUPERCENTER,40.91666603,5,TuFr
5076,2,9,5.17%,415,BASE STR SUPERCENTER,60,1,TuFr
5080,2,9,8.18%,322,BASE STR SUPERCENTER,60.125,5,TuFr
5087,3,12,0.92%,1005,BASE STR SUPERCENTER,72,2,Fr
5090,2,9,2.77%,356,BASE STR SUPERCENTER,94.625,3,TuFr
5092,2,8,7.90%,397,BASE STR SUPERCENTER,60.91666603,5,MoTh
5097,2,9,8.50%,243,BASE STR SUPERCENTER,48,3,TuFr
5099,2,9,3.91%,84,BASE STR SUPERCENTER,24,6,TuFr
5101,2,9,3.05%,487,BASE STR SUPERCENTER,24,7,TuFr
5104,2,9,1.03%,236,BASE STR SUPERCENTER,40,3,TuTh
5105,3,13,1.05%,628,BASE STR SUPERCENTER,72,1,MoWeFr
5113,2,9,2.92%,644,BASE STR SUPERCENTER,68.91666603,2,TuFr
5115,2,9,3.14%,508,BASE STR SUPERCENTER,76,4,TuFr
5116,2,8,2.65%,633,BASE STR SUPERCENTER,56,5,MoTh
5117,2,10,3.85%,466,BASE STR SUPERCENTER,68.91666603,1,MoTh
5118,2,9,6.90%,287,BASE STR SUPERCENTER,64,2,Tu
5123,1,4,3.51%,82,BASE STR SUPERCENTER,24,6,Th
5124,2,9,1.04%,553,BASE STR SUPERCENTER,40,7,WeFr
5127,2,9,2.78%,334,BASE STR SUPERCENTER,68.91666603,3,TuFr
5133,3,13,3.94%,695,BASE STR SUPERCENTER,40,7,Sa
5134,2,10,6.60%,704,BASE STR SUPERCENTER,58.66666794,7,TuFr
5137,1,5,3.73%,90,BASE STR SUPERCENTER,24,6,WeFr
5139,2,9,3.12%,407,BASE STR SUPERCENTER,64,7,MoTh
5144,2,10,7.77%,511,BASE STR SUPERCENTER,72,5,TuFr
5145,3,11,5.25%,633,BASE STR SUPERCENTER,136,5,TuFr
5146,2,10,3.25%,302,BASE STR SUPERCENTER,64,5,TuFr
5147,2,9,6.54%,832,BASE STR SUPERCENTER,92,5,TuFr
5150,2,10,2.99%,540,BASE STR SUPERCENTER,56,4,TuFr
5151,2,8,5.30%,355,BASE STR SUPERCENTER,68.91666603,2,MoTh
5154,2,9,12.43%,531,BASE STR SUPERCENTER,40,7,TuFr
5155,2,9,5.92%,909,BASE STR SUPERCENTER,68,5,TuTh
5157,2,9,2.81%,191,BASE STR SUPERCENTER,32,3,Sa
5159,2,9,5.11%,729,BASE STR SUPERCENTER,68.91666603,3,MoFr
5160,2,9,2.85%,359,BASE STR SUPERCENTER,56,3,TuFr
5162,2,9,6.03%,456,BASE STR SUPERCENTER,60,7,Tu
5165,2,9,6.83%,654,BASE STR SUPERCENTER,84,5,MoTh
5166,2,9,4.88%,751,BASE STR SUPERCENTER,108,5,TuTh
5167,2,9,2.68%,231,BASE STR SUPERCENTER,31.25,6,TuFr
5170,2,9,2.45%,374,BASE STR SUPERCENTER,40,4,TuFr
5172,3,13,2.90%,535,BASE STR SUPERCENTER,40,2,Sa
5173,2,8,3.64%,329,BASE STR SUPERCENTER,40.91666603,2,Tu
5174,2,9,1.47%,399,BASE STR SUPERCENTER,68.91666603,2,MoTh
5175,2,9,3.34%,231,BASE STR SUPERCENTER,40.91666603,2,TuFr
5184,4,17,2.84%,297,BASE STR SUPERCENTER,56,3,MoWeThFr
5185,4,17,1.55%,223,BASE STR SUPERCENTER,40,3,TuFr
5186,2,9,2.56%,346,BASE STR SUPERCENTER,40,7,WeSa
5190,2,9,2.88%,651,BASE STR SUPERCENTER,72,7,WeSa
5191,2,9,3.22%,537,BASE STR SUPERCENTER,56,5,Th
5192,2,9,3.77%,628,BASE STR SUPERCENTER,68,7,TuFr
5193,2,9,12.17%,435,BASE STR SUPERCENTER,40,7,WeFr
5196,2,8,3.76%,157,BASE STR SUPERCENTER,56,2,MoTh
5197,2,9,3.24%,358,BASE STR SUPERCENTER,40.91666603,2,TuFr
5199,2,9,8.76%,464,BASE STR SUPERCENTER,68,3,Mo
5203,2,9,3.22%,212,BASE STR SUPERCENTER,55.33333397,3,Fr
5210,1,5,3.62%,398,BASE STR SUPERCENTER,64.91666603,5,Th
5211,2,9,,311,BASE STR SUPERCENTER,72,5,TuFr
5216,2,8,6.37%,210,BASE STR SUPERCENTER,72,5,TuFr
5218,3,13,8.19%,483,BASE STR SUPERCENTER,151.458334,2,TuSa
5220,3,13,2.81%,238,BASE STR SUPERCENTER,36,2,MoFr
5231,2,8,4.93%,421,BASE STR SUPERCENTER,60,7,MoTh
5232,1,5,2.79%,50,BASE STR SUPERCENTER,20,6,We
5233,2,9,3.23%,472,BASE STR SUPERCENTER,40,6,TuFr
5234,2,9,2.40%,333,BASE STR SUPERCENTER,40,6,TuFr
5235,2,10,3.04%,260,BASE STR SUPERCENTER,40,6,TuFr
5236,4,17,4.54%,416,BASE STR SUPERCENTER,67.25,3,Fr
5240,3,11,5.96%,334,BASE STR SUPERCENTER,44,1,TuFr
5242,2,9,2.52%,326,BASE STR SUPERCENTER,40,1,MoTh
5244,2,9,3.44%,306,BASE STR SUPERCENTER,40,5,TuFr
5245,2,9,1.57%,511,BASE STR SUPERCENTER,40,5,TuFr
5246,2,9,3.06%,377,BASE STR SUPERCENTER,52,5,TuFr
5247,2,9,5.89%,600,BASE STR SUPERCENTER,68,5,TuFr
5250,3,13,1.87%,451,BASE STR SUPERCENTER,151.333334,2,TuSa
5251,2,8,2.40%,191,BASE STR SUPERCENTER,56,2,Tu
5252,2,8,3.23%,378,BASE STR SUPERCENTER,56,2,TuFr
5253,3,12,3.85%,380,BASE STR SUPERCENTER,56,1,MoFr
5254,2,9,5.09%,485,BASE STR SUPERCENTER,56,2,TuFr
5260,3,12,0.79%,409,BASE STR SUPERCENTER,76,5,Fr
5261,3,11,3.26%,867,BASE STR SUPERCENTER,131.625,4,TuTh
5262,2,9,1.54%,286,BASE STR SUPERCENTER,68.91666603,2,TuFr
5263,2,9,2.47%,257,BASE STR SUPERCENTER,44,2,MoTh
5266,3,13,2.30%,707,BASE STR SUPERCENTER,56,2,TuSa
5270,2,8,4.36%,73,BASE STR SUPERCENTER,24,6,Tu
5272,2,9,4.95%,417,BASE STR SUPERCENTER,76,6,TuFr
5273,2,8,2.20%,328,BASE STR SUPERCENTER,52,6,TuFr
5275,2,8,5.13%,394,BASE STR SUPERCENTER,56,2,Th
5287,2,9,3.19%,498,BASE STR SUPERCENTER,72,5,TuFr
5288,2,9,4.72%,616,BASE STR SUPERCENTER,56.91666603,5,MoWe
5292,2,9,8.23%,314,BASE STR SUPERCENTER,56,2,TuFr
5293,2,10,4.26%,192,BASE STR SUPERCENTER,96,1,Fr
5296,2,9,1.84%,158,BASE STR SUPERCENTER,56,3,Fr
5298,2,9,3.86%,558,BASE STR SUPERCENTER,68.91666603,2,TuFr
5299,3,14,2.62%,1310,BASE STR SUPERCENTER,72.29166698,2,MoWeFr
5300,3,13,4.14%,611,BASE STR SUPERCENTER,129.041666,2,Mo
5301,3,13,4.37%,388,BASE STR SUPERCENTER,52,2,TuSa
